04/17/2016,20:16:48,2,0.15,,
04/17/2016,20:18:31,2,0.16,94068,
04/17/2016,20:19:51,2,0.16,93864,
04/17/2016,20:21:03,2,0.14,93712,
04/17/2016,20:21:29,2,0.14,92560,92
